"finn_id","title","price","size_sqm","rooms","address","neighborhood","property_type","year_built","broker","url","scraped_at","lat","lon","category","category_confidence","category_reasoning","classified_at","standard","standard_confidence","standard_reasoning"
"460021265","Idylliske Sagene / Iladalen - Sjarmerende og innbydende 3-roms hjørneleilighet i vakre omgivelser. Store vindusflater. V.vann/fyring/internett inkl.",5287823,67,3,"Griffenfeldts gate 19D, Oslo",NA,"Leilighet",1940,"DNB Eiendom","https://www.finn.no/realestate/homes/ad.html?finnkode=460021265","2026-04-16T13:36:27",NA,NA,"Investment","high","3-room apartment in Sagene at 5.29M NOK in charming, idyllic setting with good rental yield potential in established student/young professional neighborhood.","2026-04-16T13:50:50","Average / dated","medium","1940 building described as 'sjarmerende og innbydende' but no renovation mentioned. Original features and older construction suggest dated condition despite charming character."
"454884551","St.Hanshaugen / Pilestredet - Lys studioleil på St.Hanshaugen - Store vinduer - Akonto oppvarming/vvann - 2,77m takhøyde - IN-ordning - Smart planløst",4193640,40,1,"Bidenkaps gate 3, Oslo",NA,"Leilighet",1940,"EIE Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=454884551","2026-04-16T13:36:27",NA,NA,"Student / young professional","high","1-room studio apartment in central St. Hanshaugen, 40 m², priced at ~4.2M NOK, suitable for young professionals or students in an attractive central location.","2026-04-16T13:50:57","Average / dated","medium","Built in 1940 with no mention of renovation. Studio apartment with basic features (akonto heating, smart layout) but no indication of modern updates to kitchen or bathroom."
"459997703","Torshov/Sandaker - Lekker, lys og gjennomgående 2-roms toppleilighet - Terrasse på 4 m² - Utsikt -  42 m² gulvareal - Attraktiv beliggenhet",4381595,32,2,"Amtmann Meinichs gate 14C, Oslo",NA,"Leilighet",1903,"Nordvik","https://www.finn.no/realestate/homes/ad.html?finnkode=459997703","2026-04-16T13:36:27",NA,NA,"Investment","high","2-room apartment in Torshov (student/rental area), compact at 32 m², with attractive features for rental yield potential in a desirable neighborhood for young renters.","2026-04-16T13:50:57","Good standard","medium","Old building (1903) but described as 'lekker' (nice/lovely) and light with attractive location and high price/m², suggesting good maintenance despite age. No explicit renovation keywords."
"457981639","Ulven - Arealeffektiv 3-roms med kjøkken fra 2020 og vestvendt balkong. Garasje m/lader. Fyring/v.vann og TV/internett inkl.",4821400,75,3,"Karl Staaffs vei 45, Oslo",NA,"Leilighet",1955,"Boa","https://www.finn.no/realestate/homes/ad.html?finnkode=457981639","2026-04-16T13:36:27",NA,NA,"Family home","high","3-room apartment with 75 m² in Ulven, includes garage and modern kitchen updates, suitable for small families at ~4.8M NOK in a suburban-accessible location.","2026-04-16T13:50:57","High standard","high","Kitchen explicitly mentioned as from 2020, indicating recent renovation work. Well-maintained modern kitchen in a 1955 building is a strong signal of high standard."
"459881623","FAGERBORG / JESSENLØKKEN - Fantastisk 3-roms med solrik, vestvendt balkong | Drømmekjøkkenet fra 2023 | To romslige soverom | Svært god takhøyde",9453237,92,3,"Hertzbergs gate 4C, Oslo",NA,"Leilighet",1923,"EIE Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=459881623","2026-04-16T13:36:27",NA,NA,"Central urban","high","3-room apartment in Fagerborg/Jessenløkken, 92 m², mid-range price (~9.5M NOK), recently renovated with premium finishes but not luxury-tier due to price and location.","2026-04-16T13:50:57","High standard","high","Kitchen explicitly from 2023 and described as 'drømmekjøkkenet' (dream kitchen). Clear evidence of recent, high-quality renovation work despite the building being from 1923."
"449099219","Oslo Sentrum Øst - Flott 3-roms loftsleilighet. Privat terrasse 5m². Bygget 2015. I.nett inkl. Lav fellesgjeld. Klassisk bygård. Sentralt",5515887,60,3,"Osterhaus' gate 6 A, Oslo",NA,"Leilighet",1880,"Boa","https://www.finn.no/realestate/homes/ad.html?finnkode=449099219","2026-04-16T13:36:27",NA,NA,"Central urban","high","3-room loft apartment in Oslo Sentrum Øst, 60 m², central location with modern updates (2015), mid-range price (~5.5M NOK), urban setting without luxury characteristics.","2026-04-16T13:50:57","High standard","high","Described as loft apartment built in 2015, indicating modern construction and contemporary finishes. New building with high-quality finishes throughout."
"460029251","Bjørndal: Enebolig med gjenstående arbeider",5433590,202,NA,"ELGTRÅKKET 128, Oslo",NA,"Enebolig",1988,"Images","https://www.finn.no/realestate/homes/ad.html?finnkode=460029251","2026-04-16T13:36:27",NA,NA,"Suburban","medium","Detached house in Bjørndal (outer Oslo), 202 m², but title mentions 'gjenstående arbeider' (remaining work), suggesting renovation needs; classified as suburban due to location.","2026-04-16T13:50:57","Renovation project","high","Title explicitly states 'gjenstående arbeider' (remaining work), indicating the property requires significant work before habitation. Very low price/m² (26,899 NOK/m²) confirms renovation project status."
"442444723","Ullern | Lilleaker - Lys & gjennomgående 3-roms endeleilighet med 42 m² sydvent terrasse | Garasjeplass m/ lader | Sentralt og tilbaketrukket",7199317,72,3,"Lilleakerveien 39D, Oslo",NA,"Leilighet",1994,"DNB Eiendom","https://www.finn.no/realestate/homes/ad.html?finnkode=442444723","2026-04-16T13:36:27",NA,NA,"Suburban","high","3-room end apartment in Ullern/Lilleaker (outer Oslo), 72 m², ~7.2M NOK, family-suitable with garage and large terrace in suburban setting.","2026-04-16T13:50:57","Good standard","medium","Built 1994, described as light and through-going with attractive location. No specific renovation mentions but the age and positive descriptors suggest good maintenance without major recent updates."
"432530008","Hoff / Skøyen - Attraktiv 2-roms med stor terrasse, fornyet baderom (2024) og garasje - Rolig og attraktiv beliggenhet på Hofftunet",6140840,57,NA,"Hofftunet 12, Oslo",NA,"Leilighet",1988,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=432530008","2026-04-16T13:36:27",NA,NA,"Suburban","high","2-room apartment in Hoff/Skøyen (outer Oslo), 57 m², ~6.1M NOK, with garage and recently renovated bathroom, suitable for small households in suburban location.","2026-04-16T13:50:57","High standard","high","Bathroom explicitly renovated in 2024, indicating recent high-quality work. Despite 1988 build year, the modern bathroom renovation pushes this to high standard."
"457449057","Holmenkollens solside v/ Marka - Endeleilighet 3(4)-roms med unik utsikt | Vestvendt, solrik terrasse | 2 bad | Åpen løsning | Marka som nærmeste nabo",9797880,113,NA,"Arnulf Øverlands vei 262, Oslo",NA,"Leilighet",1982,"EIE Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=457449057","2026-04-16T13:36:27",NA,NA,"Waterfront / premium location","high","3-4 room apartment at Holmenkollen with unique views of Marka, 113 m², ~9.8M NOK, premium natural setting near forest and scenic location takes precedence.","2026-04-16T13:50:57","Good standard","medium","Built 1982 with mentions of 2 bathrooms and open layout, but no explicit renovation keywords. Described positively but without clear evidence of recent updates to kitchen/bathrooms."
"455224081","Høybråten - Lys og romslig 4-roms rekkehusleilighet over 2 plan. Stor sydvestvendt balkong med fint utsyn. Garasje.",4995180,126,4,"Høybråtenveien 31B, Oslo",NA,"Leilighet",1976,"Aktiv Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=455224081","2026-04-16T13:36:27",NA,NA,"Family home","high","4-room maisonette apartment in Høybråten (outer Oslo), 126 m², two-level layout with garage and large balcony, suited for family living in suburban area.","2026-04-16T13:50:57","Renovation project","high","Very low price/m² (39,644 NOK/m²), well below Oslo average for 4-room properties, combined with basic description and 1976 build year with no renovation mention suggests significant work needed."
"459625672","BISLETT / MAJORSTUEN - Romslig 4-roms leilighet med moderniseringsbehov - To balkonger - Heis - Klausulert for blinde og synshemmede i 6 mnd",9112872,124,4,"Sporveisgata 8A, Oslo",NA,"Leilighet",1972,"Nordvik","https://www.finn.no/realestate/homes/ad.html?finnkode=459625672","2026-04-16T13:36:27",NA,NA,"Central urban","high","4-room apartment in Bislett/Majorstuen (central Oslo districts) at 9.1M NOK with modernization needs; classic mid-to-premium central location without luxury designation.","2026-04-16T13:51:04","Average / dated","high","Built 1972 with explicit mention of 'moderniseringsbehov' (modernization needs) in the title. No renovation keywords or high-end features mentioned. Price/m² of 73,491 NOK is below Oslo average."
"459485643","PRINSDAL - Lys og pen 3-roms seniorbolig (55+) | Gjennomgående endeleilighet m/ Balkong mot friareal| Peisovn | Lagringsloft",3636719,70,3,"Lerdalsgrenda 11, Oslo",NA,"Leilighet",1988,"Nordvik","https://www.finn.no/realestate/homes/ad.html?finnkode=459485643","2026-04-16T13:36:27",NA,NA,"Starter / budget","high","3-room senior apartment at 3.6M NOK in Prinsdal; affordable entry-level price in suburban area suitable for budget buyers.","2026-04-16T13:51:04","Good standard","medium","Described as 'lys og pen' (light and nice) with functioning features like peisovn and storage loft. Built 1988 with no explicit renovation mentioned, suggesting maintained but dated condition. Low price/m² (51,953 NOK) suggests average/functional standard rather than premium."
"458052163","Sinsen / Rosenhoff - Gjennomført 2-roms med særpreg - Spesialsnekret eikekjøkken, betonggulv og originale detaljer - Oppvarming/varmtvann ink",5046948,56,2,"Sinsenveien 14, Oslo",NA,"Leilighet",1938,"EIE Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=458052163","2026-04-16T13:36:27",NA,NA,"Central urban","high","2-room apartment in Sinsen/Rosenhoff (central-east Oslo) at 5M NOK with character and original details; mid-range central urban location.","2026-04-16T13:51:04","High standard","high","Title explicitly states 'Gjennomført' (thoroughly done) with bespoke 'spesialsnekret eikekjøkken' (custom oak kitchen) and designer finishes (concrete floors, original details). High price/m² (90,124 NOK) and detailed description of quality materials indicate modern renovation despite 1938 construction."
"459893031","Kontraktsposisjon | Vollebekk Stasjon - Flott 2-roms m/sydvestvendt balkong mot gårdsrom | Flotte fellesarealer | Nær T-bane | Overtagelse 01.11.26 - 01.04.27",4703590,41,2,"Vollebekk Stasjon H-203 NY, Oslo",NA,"Leilighet",NA,"Sem & Johnsen","https://www.finn.no/realestate/homes/ad.html?finnkode=459893031","2026-04-16T13:36:27",NA,NA,"New development","high","Contract position at Vollebekk Station with 2026 handover, modern amenities, and transit access; clearly a new development project.","2026-04-16T13:51:04","High standard","medium","New construction (kontraktsposisjon) with high price/m² (114,722 NOK) and described as 'Flott' (beautiful) with nice amenities. New builds typically have modern standard by default."
"460001177","Ullernåsen - Påkostet og meget lekker 1r - Nyoppusset 2026 -Heis - Lave felleskostnader - Ingen dokavgift - Alkove m/vindu-Nær t-bane",3201380,22,1,"Silurveien 14, Oslo",NA,"Leilighet",1970,"Nordvik","https://www.finn.no/realestate/homes/ad.html?finnkode=460001177","2026-04-16T13:36:27",NA,NA,"Starter / budget","high","1-room apartment at 3.2M NOK in Ullernåsen; compact, affordable first-time buyer property despite recent renovation.","2026-04-16T13:51:04","High standard","high","Title explicitly states 'Påkostet' (well-invested), 'meget lekker' (very nice), and 'Nyoppusset 2026' (newly renovated). High price/m² (145,517 NOK) confirms premium standard despite 1970 construction year."
"457439134","Homansbyen / Oscars gate - Gjennomgående 3-roms med peis og balkong | V.v. & fyring inkl. | Attraktivt i Homansbyen | Ingen dok.avg",9606742,90,3,"Oscars gate 7B, Oslo",NA,"Leilighet",1933,"EIE Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=457439134","2026-04-16T13:36:27",NA,NA,"Central urban","high","3-room apartment in Homansbyen/Oscars gate (central Oslo) at 9.6M NOK; premium mid-range location in established central neighborhood, not luxury tier.","2026-04-16T13:51:04","Good standard","medium","Described as 'Gjennomgående' (throughout) with peis and balkong. Built 1933 with no explicit renovation mentioned, suggesting well-maintained original or older renovation. Mid-range price/m² (106,742 NOK) indicates good functional condition without premium finishes."
"458238091","Rekkehusfølelse med hage på Frydenberg! - Lys & tiltalende 3-R endeleilighet med fantastisk terrasse og stor hage | Sol fra morgen til kveld | Garasje med lader",6995637,69,3,"Seljeveien 1, Oslo",NA,"Leilighet",2007,"EIE Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=458238091","2026-04-16T13:36:27",NA,NA,"Family home","high","3-room end-unit with garden, garage, and terrace on Frydenberg; family-oriented property with outdoor space typical of suburban family homes.","2026-04-16T13:51:04","Good standard","medium","Built 2007 (post-2005), described as 'Lys & tiltalende' (light and appealing) with modern features (garasje with lader). Age and amenities suggest good modern standard without explicit premium renovation keywords."
"460003565","Grünerløkka - Sjelden mulighet: 11 totalrehabiliterte selveierleiligheter på Grünerløkka | 32-65 kvm nye leiligheter + townhouse",NA,NA,NA,"Rathkes gate 15, Oslo",NA,NA,NA,NA,"https://www.finn.no/realestate/planned/ad.html?finnkode=460003565","2026-04-16T13:36:27",NA,NA,"New development","high","Grünerløkka development project with 11 newly rehabilitated units ranging 32–65 m²; multi-unit new development property.","2026-04-16T13:51:04","High standard","high","Title explicitly states 'totalrehabiliterte' (completely rehabilitated) with new construction (nye leiligheter). This is clear renovation project language indicating high modern standard."
"459871925","Utsiktsleilighet m/vestvendt terrasse, heis og eksklusiv standard. 2 bad. Garasje. Fiskebensparkett. Nyoppusset 2026.",6800976,80,2,"Oppsal terrasse 2, Oslo",NA,"Leilighet",1978,"EIE Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=459871925","2026-04-16T13:36:27",NA,NA,"Waterfront / premium location","medium","View apartment with westerly terrace at Oppsal terrasse; scenic/premium natural setting positioning despite moderate price and 2-room layout.","2026-04-16T13:51:04","Luxury finish","high","Title explicitly states 'eksklusiv standard' (exclusive standard) with premium features: terrasse, heis, 2 bad, garasje, and 'fiskebensparkett' (herringbone parquet). 'Nyoppusset 2026' confirms recent high-end renovation."
"407507928","Frogner - Totalrenovert high-end leilighet på Frogner | Eksklusive materialer og nye innredninger",17416100,151,4,"Tors gate 5, Oslo",NA,"Leilighet",1904,"Aktiv Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=407507928","2026-04-16T13:36:27",NA,NA,"Luxury","high","4-room Frogner apartment at 17.4M NOK with total renovation and exclusive finishes; prestigious address and premium price clearly qualify as luxury.","2026-04-16T13:51:04","Luxury finish","high","Title explicitly states 'Totalrenovert high-end' with 'Eksklusive materialer' (exclusive materials) and 'nye innredninger' (new fittings). High price/m² (115,338 NOK) and premium language confirm luxury finish standard."
"446387546","Frogner/Skarpsno - Lys og romslig 3-roms selveier med moderniseringsbehov I Mulighet for 3 soverom I Peis I Sentral beliggenhet",6659299,58,3,"Bygdøy allé 88, Oslo",NA,"Leilighet",1937,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=446387546","2026-04-16T13:36:27",NA,NA,"Central urban","high","3-room apartment in Frogner/Bygdøy allé (premium central Oslo district), mid-range price 6.66M NOK, needs modernization but located in prestigious area.","2026-04-16T13:51:12","Average / dated","medium","Built 1937 with explicit mention of 'moderniseringsbehov' (modernization needed) in title. Despite central location and reasonable price/m², the stated need for modernization indicates dated condition without recent renovation."
"438104856","Unik 3-roms designleilighet renovert i 2025! - Gode materialvalg - Flytt rett inn! - Attraktiv beliggenhet i Vika",8163917,79,3,"Munkedamsveien 55C, Oslo",NA,"Leilighet",1897,"Nordvik","https://www.finn.no/realestate/homes/ad.html?finnkode=438104856","2026-04-16T13:36:27",NA,NA,"Luxury","high","Renovated 3-room in Vika with price 8.16M NOK, premium location, recently renovated (2025), and high-end designation match luxury criteria.","2026-04-16T13:51:12","High standard","high","Explicitly described as 'renovert i 2025' with 'gode materialvalg' (good material choices). Recent comprehensive renovation with modern finishes meets high standard criteria."
"459922142","Bjørvika - Ny, effektiv 3-roms med sørvestvendt balkong på 9 m² vendt inn mot hyggelig byhage. Lav dok.avg. Est. ferdig: Q4 2026",NA,NA,NA,"Mariakvartalet | Rostockgata 140, Oslo",NA,NA,NA,NA,"https://www.finn.no/realestate/projectsingle/ad.html?finnkode=459922142","2026-04-16T13:36:27",NA,NA,"New development","high","Bjørvika project explicitly states 'Ny' (new), estimated completion Q4 2026, with low document fee typical of new developments.","2026-04-16T13:51:12","Luxury finish","high","New construction (est. Q4 2026) in Bjørvika, a premium development area known for high-end finishes. New efficient design with modern specifications suggests luxury standard."
"458281585","Vestli - Lys 2-roms med solrik terrasse på 12 kvm - Garasjeplass - Varmtvann á-konto - Perfekt førstegangskjøp",3617182,52,2,"Ragnhild Schibbyes vei 18, Oslo",NA,"Leilighet",1976,"Aktiv Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=458281585","2026-04-16T13:36:27",NA,NA,"Starter / budget","high","2-room apartment priced 3.62M NOK with garage and terrasse; explicitly marketed as 'Perfekt førstegangskjøp' (perfect first-time buy), well under 3.5M threshold.","2026-04-16T13:51:12","Average / dated","medium","Built 1976 with low price/m² (69,561 NOK/m²) and minimal description. No mention of renovation, suggesting dated but functional condition."
"460001892","Bjerkedalen Park - Lekker og moderne 4-roms endeleilighet | Nytt kjøkken og overflater (2024-2026) | Sydvendt balkong | Parkeringsmulighet",5423262,73,4,"Martin Borrebekkens vei 22, Oslo",NA,"Leilighet",1957,"Emeraeiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=460001892","2026-04-16T13:36:27",NA,NA,"Family home","high","4-room end apartment with modern updates (2024–2026), parking, balanced size and price suitable for family living in residential area.","2026-04-16T13:51:12","Good standard","medium","Described as 'moderne' with 'nytt kjøkken og overflater (2024-2026)'. Recent kitchen and surface updates indicate good standard, though not yet fully completed."
"437134023","LØREN / LILLE LØREN PARK - Stilren og moderne 3-roms hjørneleilighet med sydvestvendt balkong på 9 kvm - Heis - A konto fjernvarme inkl.",6141101,56,3,"Sinsenveien 49 A, Oslo",NA,"Leilighet",2025,NA,"https://www.finn.no/realestate/homes/ad.html?finnkode=437134023","2026-04-16T13:36:27",NA,NA,"New development","high","Modern 3-room corner apartment built 2025 in Lille Løren Park, explicitly new construction with contemporary finishes.","2026-04-16T13:51:12","Luxury finish","high","New construction (2025) described as 'stilren og moderne' with modern specifications. New building in premium Oslo location with contemporary design meets luxury finish criteria."
"459798587","Doblougløkka/St. Hanshaugen - Nydelig funkisleilighet | solrik balkong med flott utsikt | peis | VV og fyring inkludert",6971390,65,3,"Louises gate 17A, Oslo",NA,"Leilighet",1938,"Aktiv Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=459798587","2026-04-16T13:36:27",NA,NA,"Central urban","high","Charming 3-room functionalist apartment in St. Hanshaugen/Doblougløkka (central Oslo), mid-range price 6.97M NOK, with character features.","2026-04-16T13:51:12","Average / dated","medium","Built 1938 (funkisleilighet) with peis mentioned but no renovation details. While architecturally interesting, no evidence of modern updates suggests aged condition."
"459855969","Nedre Grorud - Sjelden og attraktiv 4-r med sydvendt balkong og peis | Kjøkken 2021 | Rolig og barnevennlig | Høy 1. etasje | Parkering",4283556,80,4,"Stjerneblokkveien 22, Oslo",NA,"Leilighet",1953,"Krogsveen","https://www.finn.no/realestate/homes/ad.html?finnkode=459855969","2026-04-16T13:36:27",NA,NA,"Suburban","high","4-room apartment in Nedre Grorud (outer/suburban Oslo), mid-range price 4.28M NOK, quiet and family-friendly setting.","2026-04-16T13:51:12","Good standard","medium","Kitchen updated in 2021 indicates recent partial renovation. Despite 1953 build year and lower price/m², the recent kitchen update suggests maintained good functional condition."
"458031361","Småhusidyll på Kjelsås - Unik hjørneleilighet med solfylt hage og terrasse på hele 27 kvm| Peis| Nytt bad, kjøkken, vinduer, tak & El-anlegg 2023",5864005,45,2,"Neptunveien 21A, Oslo",NA,"Leilighet",1960,"Nordvik","https://www.finn.no/realestate/homes/ad.html?finnkode=458031361","2026-04-16T13:36:27",NA,NA,"Waterfront / premium location","medium","2-room corner apartment on Kjelsås with large garden/terrace (27 m²) and sunny setting; recent renovations (2023) suggest premium positioning despite modest size.","2026-04-16T13:51:12","High standard","high","Comprehensive recent renovations explicitly listed: 'nytt bad, kjøkken, vinduer, tak & el-anlegg 2023'. Multiple modern updates across key systems indicate high standard."
"397421403","Nyoppført halvpart 2-mannsbolig - stille og fredelig på Ekely/Smestad med flott utsikt. Høy standard og energiløsninger.",16989224,182,7,"Jarlsborgveien 3 P, Oslo",NA,"Tomannsbolig",2025,"Otg","https://www.finn.no/realestate/homes/ad.html?finnkode=397421403","2026-04-16T13:36:27",NA,NA,"Luxury","high","Newly built (2025) 7-room semi-detached house at 16.99M NOK with high standard, premium location (Ekely/Smestad), and extensive living space exceeds luxury threshold.","2026-04-16T13:51:12","Luxury finish","high","New construction (2025) with 'høy standard og energiløsninger' (high standard and energy solutions). Newly built with premium finishes and systems meets luxury finish criteria."
"283017254","Nye 3 roms selveierleiligheter |Kampanje Kun kr. 100.000 i forskudd | innflytting 3 kvartal 2026",NA,NA,NA,"Grensesvingen 7, Oslo",NA,NA,NA,NA,"https://www.finn.no/realestate/project/ad.html?finnkode=283017254","2026-04-16T13:36:27",NA,NA,"New development","high","3-room apartments with 2026 move-in date and campaign financing indicates a new construction project (nybygg) under development.","2026-04-16T13:51:19","High standard","medium","New construction (2026) with campaign pricing suggests modern standard finishes and contemporary design. No explicit luxury markers, but new build implies full modern amenities."
"452366615","SAGENE/BJØLSEN - Stor og lys 5-roms med stort potensiale. Store vindusflater, ekstra takhøyde og fjernvarme. Sentralt og rolig",7092490,117,5,"Maridalsveien 169A, leil. 402, Oslo",NA,"Leilighet",1930,"Sem & Johnsen","https://www.finn.no/realestate/homes/ad.html?finnkode=452366615","2026-04-16T13:36:27",NA,NA,"Central urban","high","5-room apartment in Sagene/Bjølsen at 7.1M NOK, central location with good amenities, mid-range price per sqm, suitable for families or professionals in urban setting.","2026-04-16T13:51:19","Average / dated","high","Built 1930 with no renovation mentioned. Description emphasizes architectural features (takhøyde, vindusflater) rather than modern finishes, indicating original or dated condition."
"455111330","SAGENE/BJØLSEN - Lys og romslig 3-roms oppussingsobjekt - Ekstra takhøyde, store vindusflater og mange muligheter. Fjernvarme inkl.",7387240,117,3,"Maridalsveien 169A, leil. 301, Oslo",NA,"Leilighet",1930,"Sem & Johnsen","https://www.finn.no/realestate/homes/ad.html?finnkode=455111330","2026-04-16T13:36:27",NA,NA,"Renovation","high","Explicitly labeled as 'oppussingsobjekt' (renovation object) with emphasis on potential and work needed, despite mid-range price.","2026-04-16T13:51:19","Renovation project","high","Explicitly labeled 'oppussingsobjekt' (renovation object) in title. Requires significant upgrading despite positive architectural features."
"457521300","SKARPSNO / FROGNER - Townhouse-følelse i herskapelig leilighet. Sydvestvendt veranda m/utgang til felles hage. 2 garasjeplasser.",20412490,169,4,"Magnus Barfots gate 2, Oslo",NA,"Leilighet",1913,"Sem & Johnsen","https://www.finn.no/realestate/homes/ad.html?finnkode=457521300","2026-04-16T13:36:27",NA,NA,"Luxury","high","Price of 20.4M NOK well exceeds 10M NOK luxury threshold; prestigious Frogner location (Skarpsno); townhouse-style property with premium finishes and amenities.","2026-04-16T13:51:19","Good standard","medium","Built 1913 at high price point (120,784 NOK/m²) with descriptors like 'herskapelig' and 'townhouse-følelse' suggest well-maintained character property. No renovation keywords, but price and tone indicate good condition."
"458380880","Torshov - Stor og lekker 2-r leilighet i klassisk Torshovgård | 60 kvm | God takhøyde | Separat kjøkken | Peis | Idyllisk bakgård",5260924,60,2,"Borger Withs gate 11, Oslo",NA,"Leilighet",1925,"Partners","https://www.finn.no/realestate/homes/ad.html?finnkode=458380880","2026-04-16T13:36:27",NA,NA,"Central urban","high","2-room apartment in Torshov at 5.3M NOK with classical charm, central location ideal for young professionals or couples, mid-range pricing.","2026-04-16T13:51:19","Good standard","medium","Built 1925, described as 'stor og lekker' with classic features (peis, god takhøyde). Moderate-to-high price suggests well-maintained condition without explicit renovation mention."
"457569301","Kringsjå - Gjennomgående 4-roms | nytt kjøkken fra 2025 | To balkonger, heis og disponerer garasjeplass | Nærhet til Marka",11276090,100,4,"Folke Bernadottes vei 37C, Oslo",NA,"Leilighet",2009,"Otg","https://www.finn.no/realestate/homes/ad.html?finnkode=457569301","2026-04-16T13:36:27",NA,NA,"Suburban","high","Kringsjå location in outer Oslo district with proximity to Marka nature; 4-room apartment at 11.3M NOK suitable for suburban family living despite premium price point.","2026-04-16T13:51:19","High standard","high","Built 2009 with 'nytt kjøkken fra 2025' explicitly mentioned. Recent kitchen upgrade combined with modern building age indicates fully updated finishes."
"460015544","Lys og åpen 2-roms leilighet - Heis | 7 kvm balkong | Flotte fellesfasiliteter | IN-ordning | Parkering til leie",5790290,63,2,"Standardveien 8, Oslo",NA,"Leilighet",2026,"OBOS Eiendomsmeglere","https://www.finn.no/realestate/homes/ad.html?finnkode=460015544","2026-04-16T13:36:27",NA,NA,"New development","high","Built in 2026 (nybygg/new construction); 2-room modern apartment with contemporary amenities and IN-ordning (ready to move in) indication.","2026-04-16T13:51:19","High standard","high","New construction (2026) with modern amenities (heis, fellesfasiliteter, IN-ordning). New build guarantees modern standard throughout."
"459996107","Majorstuen - Romslig bygårdsleilighet med klassiske detaljer som rosett og  stukkatur | 2 balkonger | Takhøyde på 3,2 m | Oppussing",13329740,130,4,"Majorstuveien 28B snr. 13, Oslo",NA,"Leilighet",1900,"Sem & Johnsen","https://www.finn.no/realestate/homes/ad.html?finnkode=459996107","2026-04-16T13:36:27",NA,NA,"Luxury","high","Price of 13.3M NOK exceeds luxury threshold; prestigious Majorstuen location; large romslig bygårdsleilighet with classical architectural details and 3.2m ceiling height.","2026-04-16T13:51:19","Average / dated","medium","Built 1900 with classical details (rosett, stukkatur) and explicit mention of 'Oppussing' in title. Appears to be character building requiring modernization despite architectural charm."
"458122712","Nydalen - Attraktivt rekkehus med store, solrike uteplasser | Vesentlig pusset opp i 2021 | Peis | Hybelmulighet* | Garasje",13078544,152,NA,"Gunnar Schjelderups vei 37E, Oslo",NA,"Rekkehus",1954,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=458122712","2026-04-16T13:36:27",NA,NA,"Family home","high","Detached townhouse (rekkehus) in Nydalen with 152 m², extensive outdoor spaces, garage, recently renovated (2021), suitable for family living despite premium price.","2026-04-16T13:51:19","High standard","high","Built 1954, described as 'vesentlig pusset opp i 2021' (substantially renovated in 2021). Recent comprehensive renovation ensures modern standard finishes."
"458053891","Populære Sagene - Gjennomgående 3R | Solrik balkong | Grønn utsikt mot Nordre Gravlund | Attraktivt borettslag",7037655,87,3,"Uelands gate 69, Oslo",NA,"Leilighet",1948,"OBOS Eiendomsmeglere","https://www.finn.no/realestate/homes/ad.html?finnkode=458053891","2026-04-16T13:36:27",NA,NA,"Central urban","high","3-room apartment in Sagene at 7M NOK, popular urban district with good public transport, central location ideal for professionals or small families.","2026-04-16T13:51:19","Good standard","medium","Built 1948 with no renovation keywords, but described as 'Attraktivt' and in popular area. Price and tone suggest well-maintained condition, though age indicates original or dated finishes remain."
"458035891","Grünerløkka - Lys og gjennomgående 3-roms selveier i klassisk bygård rett ved Paulus Plass. Peis. Hyggelig bakgård. God takhøyde.",6794564,73,3,"Markveien 11A, Oslo",NA,"Leilighet",1894,"Krogsveen","https://www.finn.no/realestate/homes/ad.html?finnkode=458035891","2026-04-16T13:36:27",NA,NA,"Central urban","high","3-room apartment in Grünerløkka, a central Oslo district, with mid-range price (6.8M NOK) and classic building character. Not new or requiring renovation.","2026-04-16T13:51:26","Good standard","medium","Classic 1894 building with attractive features (fireplace, good ceiling height) but no explicit mention of renovation. The high price/m² and description emphasizing character suggest good maintenance, but no evidence of modern updates."
"460002222","Sjarmerende og innholdsrik enebolig i kjede. Rolig i blindvei. Svært skjermet hage. Garasje. Attraktivt og barnevennlig!",14319740,194,5,"Tennisveien 10C, Oslo",NA,"Enebolig",1983,"Krogsveen","https://www.finn.no/realestate/homes/ad.html?finnkode=460002222","2026-04-16T13:36:27",NA,NA,"Luxury","high","Detached house with 5 rooms, 194 m², premium price of 14.3M NOK, and family-friendly features including garage and sheltered garden in a desirable location.","2026-04-16T13:51:26","Average / dated","medium","1983 detached house described as charming and practical but with no mention of recent renovation. Price/m² is moderate for Oslo, suggesting dated finishes typical of 1980s construction."
